gene,cosine_Stim8hr,pearson_8,n_downstream_8,cosine_Stim48hr,pearson_48,n_downstream_48,cosine_mean,cosine_min,n_downstream_max,rank,n_downstream_Stim8hr,n_downstream_Stim48hr,nd_min,anchor
MIGA2,0.09550930193853653,0.09538249143139925,30,0.19365488555522034,0.19424856581177288,75,0.14458209374687844,0.09550930193853653,75,156,30.0,75.0,30.0,STAT6
NATD1,0.18361212155086337,0.19368399874275738,829,0.10431284395788333,0.10459626557054336,31,0.14396248275437334,0.10431284395788333,829,157,829.0,31.0,31.0,STAT6
TCEAL1,0.110825875593587,0.1135709573068417,1026,0.1763476027304933,0.17644070002690915,24,0.14358673916204015,0.110825875593587,1026,158,1026.0,24.0,24.0,STAT6
CYCS,0.1037783685646674,0.10580699924649727,50,0.17829181889504683,0.17903552427253033,162,0.14103509372985712,0.1037783685646674,162,159,50.0,162.0,50.0,STAT6
CARD11,0.11017190230156297,0.11395921004418598,406,0.17124195994306302,0.17557008822841932,407,0.140706931122313,0.11017190230156297,407,160,406.0,407.0,406.0,STAT6
NFE2L1,0.11829635366572973,0.11895757523197376,60,0.16269335695471882,0.16768258124680455,122,0.14049485531022426,0.11829635366572973,122,161,60.0,122.0,60.0,STAT6
DHX36,0.08967830345629192,0.09114793729174986,1808,0.19023872358987814,0.1945256327473138,2298,0.13995851352308503,0.08967830345629192,2298,162,1808.0,2298.0,1808.0,STAT6
CDKN2AIP,0.13250777975336522,0.13395366692942673,101,0.1465726477889801,0.14649919316061372,119,0.13954021377117265,0.13250777975336522,119,163,101.0,119.0,101.0,STAT6
GDAP1,-0.002831924422969658,-0.0025921243400329435,24,0.28166914586896985,0.281922349749593,56,0.1394186107230001,-0.002831924422969658,56,164,24.0,56.0,24.0,STAT6
PTPN1,0.3249742071087755,0.3329761224758856,98,-0.046427403510522415,-0.047010962699805224,114,0.13927340179912653,-0.046427403510522415,114,165,98.0,114.0,98.0,STAT6
MTA2,0.2384485293212736,0.24679559918592558,1728,0.039309818696991294,0.039298247358580105,1171,0.13887917400913247,0.039309818696991294,1728,166,1728.0,1171.0,1171.0,STAT6
TMEM185A,0.17055118202869932,0.1704811877428953,33,0.10556151962354751,0.10584989630258335,27,0.13805635082612341,0.10556151962354751,33,167,33.0,27.0,27.0,STAT6
USP22,0.17217970543002542,0.17863398768937028,2380,0.10324523558853997,0.10406712468075074,1848,0.1377124705092827,0.10324523558853997,2380,168,2380.0,1848.0,1848.0,STAT6
ARIH1,0.2200314884693638,0.22558577456017853,600,0.054634048031748435,0.05717858737717396,870,0.13733276825055613,0.054634048031748435,870,169,600.0,870.0,600.0,STAT6
C18orf32,0.12493501364807226,0.12664263451099067,73,0.14938144166924502,0.14968124589616305,39,0.13715822765865865,0.12493501364807226,73,170,73.0,39.0,39.0,STAT6
STK11,0.2116670422569389,0.2192050464444038,1170,0.06053149604475069,0.06136415980454716,404,0.1360992691508448,0.06053149604475069,1170,171,1170.0,404.0,404.0,STAT6
SIK3,0.14501510024302194,0.14806999988970915,478,0.12698249196310044,0.12788158088954008,1809,0.1359987961030612,0.12698249196310044,1809,172,478.0,1809.0,478.0,STAT6
CD28,0.1265793395626525,0.1282402900357551,1505,0.14402404128330873,0.14451686392039437,1797,0.13530169042298062,0.1265793395626525,1797,173,1505.0,1797.0,1505.0,STAT6
E2F1,0.07000042704456752,0.07160940972577667,86,0.20006586002271756,0.20210385413723955,389,0.13503314353364254,0.07000042704456752,389,174,86.0,389.0,86.0,STAT6
PCNX3,0.08839990772867168,0.09054571488129522,65,0.18091915633310676,0.18291889858016672,97,0.1346595320308892,0.08839990772867168,97,175,65.0,97.0,65.0,STAT6
RFX1,0.2109604576640009,0.21541213908853188,293,0.057743970648093924,0.05872658393030909,164,0.13435221415604742,0.057743970648093924,293,176,293.0,164.0,164.0,STAT6
EGR2,-0.03361471308032312,-0.03404307781235961,854,0.29786153811792854,0.29878159062720944,253,0.13212341251880272,-0.03361471308032312,854,177,854.0,253.0,253.0,STAT6
TRAF3,0.21313667496700472,0.2156420740839064,1625,0.05037195929655542,0.050436941393467175,606,0.13175431713178007,0.05037195929655542,1625,178,1625.0,606.0,606.0,STAT6
XRCC2,0.11822228401634037,0.12660159529688414,492,0.14515646137163135,0.14783471539516907,514,0.13168937269398587,0.11822228401634037,514,179,492.0,514.0,492.0,STAT6
COA3,0.090564734756316,0.09224181067485862,252,0.17159400434492006,0.17217044014977204,533,0.13107936955061802,0.090564734756316,533,180,252.0,533.0,252.0,STAT6
UBE2G2,0.14192259021162207,0.1439114496491808,244,0.11860995812450856,0.12074440030144867,73,0.1302662741680653,0.11860995812450856,244,181,244.0,73.0,73.0,STAT6
NAA30,0.10564528599265793,0.10910891287701045,2084,0.1528802415690843,0.15493949297519002,648,0.12926276378087112,0.10564528599265793,2084,182,2084.0,648.0,648.0,STAT6
ABCC1,0.1999955030172545,0.20357666358990134,53,0.0562901255172742,0.05706577075223346,36,0.12814281426726434,0.0562901255172742,53,183,53.0,36.0,36.0,STAT6
CD2BP2,0.19288949319026796,0.1938140704572751,21,0.06316973225873354,0.0650709152071437,71,0.12802961272450075,0.06316973225873354,71,184,21.0,71.0,21.0,STAT6
TFAP4,0.03093322179789197,0.030486904019781838,198,0.22511671095564215,0.22627087264465243,471,0.12802496637676705,0.03093322179789197,471,185,198.0,471.0,198.0,STAT6
KDM6A,0.21070910602550483,0.21091936361433392,61,0.04270644862363449,0.04232013181726728,47,0.12670777732456967,0.04270644862363449,61,186,61.0,47.0,47.0,STAT6
BCL6,0.06699530595359857,0.06675344543762758,27,0.18592332808245116,0.185938184808955,67,0.12645931701802487,0.06699530595359857,67,187,27.0,67.0,27.0,STAT6
METTL1,0.09584172570892062,0.09868475524048116,1046,0.15542289427051997,0.16064003004678293,1282,0.1256323099897203,0.09584172570892062,1282,188,1046.0,1282.0,1046.0,STAT6
ZNF384,-0.00017426575055929736,-0.00011612362165316076,35,0.24998558599792714,0.2499968342802361,69,0.12490566012368393,-0.00017426575055929736,69,189,35.0,69.0,35.0,STAT6
UBE2E1,0.1080086050648168,0.1094780705683428,26,0.1410814515742868,0.1448291541821503,155,0.1245450283195518,0.1080086050648168,155,190,26.0,155.0,26.0,STAT6
EIF4B,0.1930924312258809,0.1933765084752941,53,0.05257161382958536,0.05269031365060188,89,0.12283202252773313,0.05257161382958536,89,191,53.0,89.0,53.0,STAT6
XRN1,0.1535578539620208,0.15726138423095784,447,0.09180692249496757,0.09437884530172702,99,0.12268238822849417,0.09180692249496757,447,192,447.0,99.0,99.0,STAT6
WDR59,0.13254377036052375,0.1360504368584225,957,0.11266283029001559,0.11314250787851894,1286,0.12260330032526967,0.11266283029001559,1286,193,957.0,1286.0,957.0,STAT6
WASF2,0.17991223528816086,0.18021579807755927,41,0.06455387745392947,0.06503515072574503,168,0.12223305637104517,0.06455387745392947,168,194,41.0,168.0,41.0,STAT6
GPS2,0.009045883403501376,0.009504214618920991,474,0.2353324049104134,0.23630820819125786,83,0.12218914415695739,0.009045883403501376,474,195,474.0,83.0,83.0,STAT6
FOXO1,0.09047774658345897,0.09126420886518294,846,0.15092915549567285,0.15289219109921215,580,0.12070345103956591,0.09047774658345897,846,196,846.0,580.0,580.0,STAT6
MGA,-0.01567043610676953,-0.015163758226192566,130,0.2551577872298173,0.258948200679303,122,0.11974367556152389,-0.01567043610676953,130,197,130.0,122.0,122.0,STAT6
NR2C2,0.011692888052493721,0.012045749558818057,262,0.22297203828590823,0.2232642031754429,212,0.11733246316920097,0.011692888052493721,262,198,262.0,212.0,212.0,STAT6
ATXN7L3,0.013080083232411817,0.016075583544991504,1941,0.22011257887551627,0.22132672958292773,502,0.11659633105396404,0.013080083232411817,1941,199,1941.0,502.0,502.0,STAT6
IFFO2,0.12950371903543734,0.12939732662890252,50,0.10244200740956928,0.10325282468003323,42,0.1159728632225033,0.10244200740956928,50,200,50.0,42.0,42.0,STAT6
ID2,0.07324226164357349,0.07307530182795702,73,0.15805708945331307,0.15873193154292262,498,0.11564967554844327,0.07324226164357349,498,201,73.0,498.0,73.0,STAT6
UBA2,0.08813918539764388,0.09152511054345056,267,0.14294534695912275,0.145393829353945,164,0.11554226617838331,0.08813918539764388,267,202,267.0,164.0,164.0,STAT6
NCBP3,0.10473286706352503,0.1120694102738079,631,0.12596754565287074,0.12671813449792965,204,0.11535020635819788,0.10473286706352503,631,203,631.0,204.0,204.0,STAT6
RNF20,0.024017689634190386,0.023347833635979986,627,0.20334499410625304,0.2032878395289202,934,0.1136813418702217,0.024017689634190386,934,204,627.0,934.0,627.0,STAT6
ACTR2,0.15990690698057147,0.162305053778231,582,0.06580789130745429,0.0683344070472481,1048,0.11285739914401288,0.06580789130745429,1048,205,582.0,1048.0,582.0,STAT6
DNTTIP1,0.17310692631388572,0.17359916754543894,2724,0.05207418507587009,0.054372540997630774,1903,0.1125905556948779,0.05207418507587009,2724,206,2724.0,1903.0,1903.0,STAT6
HIPK1,0.18556589275070481,0.18578380278589912,39,0.038173339263223326,0.03947899993961605,33,0.11186961600696407,0.038173339263223326,39,207,39.0,33.0,33.0,STAT6
RASA2,0.0019896497338004106,0.00265749029902113,249,0.22115241489741871,0.22199702531039156,218,0.11157103231560957,0.0019896497338004106,249,208,249.0,218.0,218.0,STAT6
TIAL1,0.018450069635739978,0.018855413703689886,215,0.20409930871155396,0.20435107941107827,237,0.11127468917364697,0.018450069635739978,237,209,215.0,237.0,215.0,STAT6
DPH5,0.08519932774911987,0.08502543784393367,683,0.1365375706623791,0.13645628144112068,1253,0.11086844920574948,0.08519932774911987,1253,210,683.0,1253.0,683.0,STAT6
GABPB1,0.0668755835064611,0.06702877411252149,1581,0.15300099563116165,0.15371070683886107,789,0.10993828956881138,0.0668755835064611,1581,211,1581.0,789.0,789.0,STAT6
FBXO42,-0.009288040658710549,-0.008650516401754566,98,0.22744809823572296,0.23266787763047594,374,0.1090800287885062,-0.009288040658710549,374,212,98.0,374.0,98.0,STAT6
SMG1,0.0349773424202718,0.037739413872892064,2683,0.17906121516407927,0.18645572500686142,1704,0.10701927879217554,0.0349773424202718,2683,213,2683.0,1704.0,1704.0,STAT6
CD2,-0.060489122683574106,-0.06048871546100338,668,0.2734759431963053,0.2735749955354459,988,0.1064934102563656,-0.060489122683574106,988,214,668.0,988.0,668.0,STAT6
PA2G4,0.12557010572882538,0.1254484507063628,27,0.08717389369871324,0.08798507375275297,24,0.10637199971376932,0.08717389369871324,27,215,27.0,24.0,24.0,STAT6
DDX17,0.1354908928809393,0.1356535958304504,762,0.07719110769574915,0.07749978062179644,140,0.10634100028834423,0.07719110769574915,762,216,762.0,140.0,140.0,STAT6
MTPAP,0.05248351849942971,0.052882307467315204,37,0.15985350419573602,0.1641452334168702,783,0.10616851134758287,0.05248351849942971,783,217,37.0,783.0,37.0,STAT6
SUCLG1,0.07494119552038937,0.07472220088981371,109,0.13738481707229933,0.13772699904479302,68,0.10616300629634434,0.07494119552038937,109,218,109.0,68.0,68.0,STAT6
CEP135,0.06749062776007039,0.06799910793438618,37,0.14413169703001538,0.14502872666496666,124,0.10581116239504289,0.06749062776007039,124,219,37.0,124.0,37.0,STAT6
RNF7,0.1285795779953096,0.13044612623190704,53,0.0819133875289378,0.0829918188154023,61,0.1052464827621237,0.0819133875289378,61,220,53.0,61.0,53.0,STAT6
AIFM1,0.08396482972100613,0.08481994336803121,57,0.12514907451930554,0.12650551338316404,997,0.10455695212015584,0.08396482972100613,997,221,57.0,997.0,57.0,STAT6
SUGT1,0.042173062538803964,0.04418378246867257,67,0.16641090180860424,0.16806542401809776,389,0.1042919821737041,0.042173062538803964,389,222,67.0,389.0,67.0,STAT6
MALT1,0.12408732580319166,0.12863422859887008,1639,0.08394739815262423,0.08484286266718938,1411,0.10401736197790795,0.08394739815262423,1639,223,1639.0,1411.0,1411.0,STAT6
P4HB,0.04931246032545631,0.049620995420154454,88,0.1575543041949332,0.15832358352103257,130,0.10343338226019475,0.04931246032545631,130,224,88.0,130.0,88.0,STAT6
KHDRBS1,0.2169864733599912,0.21703463721715968,935,-0.010698585470245872,-0.010089734380156007,163,0.10314394394487265,-0.010698585470245872,935,225,935.0,163.0,163.0,STAT6
NDFIP2,0.060069250402370766,0.06314014773261106,834,0.1443147130892446,0.14435654596815023,127,0.10219198174580768,0.060069250402370766,834,226,834.0,127.0,127.0,STAT6
WASL,-0.03445990384383288,-0.034348003900401075,49,0.23765786476094763,0.23792316231526847,30,0.10159898045855738,-0.03445990384383288,49,227,49.0,30.0,30.0,STAT6
PDS5B,0.05246239565029599,0.053249019833907396,58,0.14754306164761113,0.14810134748860745,41,0.10000272864895357,0.05246239565029599,58,228,58.0,41.0,41.0,STAT6
SLTM,0.16165553035242788,0.16303425667764018,31,0.03768610323432759,0.03760280534745637,342,0.09967081679337773,0.03768610323432759,342,229,31.0,342.0,31.0,STAT6
ENTR1,-0.022110156343928256,-0.02224586610095165,22,0.2200410023448046,0.2234993261214945,328,0.09896542300043816,-0.022110156343928256,328,230,22.0,328.0,22.0,STAT6
ARPC1B,0.14753851167174153,0.15566394929910607,43,0.04740555736250542,0.04782319235804754,64,0.09747203451712348,0.04740555736250542,64,231,43.0,64.0,43.0,STAT6
ITGB2,0.050064104341527436,0.050057493358508266,122,0.1445845646583702,0.14515340753583897,68,0.09732433449994882,0.050064104341527436,122,232,122.0,68.0,68.0,STAT6
POLG2,0.023126017986915097,0.023647151630058774,49,0.17134326783435405,0.17445090898622784,615,0.09723464291063458,0.023126017986915097,615,233,49.0,615.0,49.0,STAT6
KDM2A,0.05773934798272526,0.057497699227170705,314,0.13639615460925672,0.13633011396167752,189,0.09706775129599099,0.05773934798272526,314,234,314.0,189.0,189.0,STAT6
PRCC,0.11012095421817823,0.11010155518212131,52,0.08387041322493821,0.08425826399194618,45,0.09699568372155823,0.08387041322493821,52,235,52.0,45.0,45.0,STAT6
LAMTOR4,0.0817769276733094,0.08410434614611352,333,0.11134825269036036,0.11373949525526134,683,0.09656259018183488,0.0817769276733094,683,236,333.0,683.0,333.0,STAT6
WDR82,0.056426469781413365,0.057732074607213794,1791,0.13661874937372032,0.13705912545861304,1562,0.09652260957756684,0.056426469781413365,1791,237,1791.0,1562.0,1562.0,STAT6
TBRG1,0.009617894829514837,0.009749427376627597,24,0.18218437094938025,0.1821281697279007,35,0.09590113288944754,0.009617894829514837,35,238,24.0,35.0,24.0,STAT6
ATAD5,0.1856919869883106,0.1954006327150152,3596,0.004488856764737441,0.004981508837008003,3474,0.09509042187652403,0.004488856764737441,3596,239,3596.0,3474.0,3474.0,STAT6
TMED4,-0.0028713100387061483,-0.002988769071417125,94,0.19161646648311914,0.19632513708471366,40,0.0943725782222065,-0.0028713100387061483,94,240,94.0,40.0,40.0,STAT6
IL12RB2,0.1272304882948087,0.12827402071591115,750,0.06109546603538194,0.06150182302073829,159,0.09416297716509532,0.06109546603538194,750,241,750.0,159.0,159.0,STAT6
MDM4,0.02968518255083828,0.029434820525729277,38,0.15826214528322968,0.15861186363126084,60,0.09397366391703398,0.02968518255083828,60,242,38.0,60.0,38.0,STAT6
ELOB,0.08969318918170928,0.09445038342769894,3051,0.09780965087715629,0.10079989983381464,2339,0.09375142002943279,0.08969318918170928,3051,243,3051.0,2339.0,2339.0,STAT6
SLC25A26,0.10901583004719546,0.11056396613893468,82,0.07841029621319101,0.0784782419499934,202,0.09371306313019323,0.07841029621319101,202,244,82.0,202.0,82.0,STAT6
DNAJC3,0.18484246201984927,0.18602563822993815,58,0.001638695867763027,0.001780389537663351,127,0.09324057894380615,0.001638695867763027,127,245,58.0,127.0,58.0,STAT6
MMAB,0.07223126182169821,0.07473373056556411,505,0.11387852782484317,0.11442197868948771,743,0.0930548948232707,0.07223126182169821,743,246,505.0,743.0,505.0,STAT6
PACS2,0.0423321643017613,0.042278089085910464,28,0.14261201684668268,0.14459309127315953,146,0.09247209057422198,0.0423321643017613,146,247,28.0,146.0,28.0,STAT6
TRIM39,0.1252422187866037,0.12570463475047292,38,0.059538834547890856,0.059285807674576425,38,0.09239052666724727,0.059538834547890856,38,248,38.0,38.0,38.0,STAT6
KPNA1,0.3039361318641713,0.328580598206626,962,-0.12036575377085108,-0.1203995360963617,138,0.09178518904666011,-0.12036575377085108,962,249,962.0,138.0,138.0,STAT6
STRAP,0.15587090394137174,0.15761458443485873,1215,0.026564308356049362,0.0275361819733627,849,0.09121760614871055,0.026564308356049362,1215,250,1215.0,849.0,849.0,STAT6
PAK2,0.09337982034672698,0.09400724352258041,97,0.08896454149918184,0.0894452250526231,59,0.09117218092295441,0.08896454149918184,97,251,97.0,59.0,59.0,STAT6
FANCE,0.09247954099180099,0.09681017835016797,36,0.08790634300540624,0.08907890426589006,39,0.09019294199860362,0.08790634300540624,39,252,36.0,39.0,36.0,STAT6
HCCS,0.11468183327647555,0.1191580494050327,1372,0.06525286231087334,0.06615261992214728,1230,0.08996734779367443,0.06525286231087334,1372,253,1372.0,1230.0,1230.0,STAT6
ZMYND19,0.05911935616395297,0.05901207133145683,143,0.1190202486171767,0.11930813106324559,27,0.08906980239056483,0.05911935616395297,143,254,143.0,27.0,27.0,STAT6
CCS,0.11164929746383939,0.11573753705413828,884,0.065973289880208,0.0674032200495525,84,0.0888112936720237,0.065973289880208,884,255,884.0,84.0,84.0,STAT6
RB1CC1,0.31033845706209184,0.31778405635618445,901,-0.13507632866758298,-0.13630896756693725,580,0.08763106419725443,-0.13507632866758298,901,256,901.0,580.0,580.0,STAT6
DNAJC24,0.0514572393974,0.05194299891371682,441,0.12359146424754869,0.12346010308147637,463,0.08752435182247434,0.0514572393974,463,257,441.0,463.0,441.0,STAT6
CIT,0.07032206919274767,0.07049420897768616,53,0.10368546754764794,0.10355000766014649,34,0.0870037683701978,0.07032206919274767,53,258,53.0,34.0,34.0,STAT6
RASGRP1,0.27682455689112245,0.2854049518386449,992,-0.10404515399134392,-0.10392080214805854,308,0.08638970144988926,-0.10404515399134392,992,259,992.0,308.0,308.0,STAT6
SND1,-0.09334318274651893,-0.09371366228490027,104,0.26546843654917057,0.26541674883912514,362,0.08606262690132582,-0.09334318274651893,362,260,104.0,362.0,104.0,STAT6
L3MBTL3,-0.019960751263911683,-0.02007432578992915,34,0.1917262234539694,0.19333326938013948,46,0.08588273609502886,-0.019960751263911683,46,261,34.0,46.0,34.0,STAT6
TMEM94,-0.16738017106287228,-0.16733315259100173,24,0.3371708021532464,0.33749773556752827,24,0.08489531554518706,-0.16738017106287228,24,262,24.0,24.0,24.0,STAT6
BBS10,0.22109027586736305,0.23032105031848019,78,-0.05194423649056005,-0.051739238106372196,22,0.0845730196884015,-0.05194423649056005,78,263,78.0,22.0,22.0,STAT6
GADD45GIP1,0.0032551887859386137,0.003520143091649611,69,0.16554490645272532,0.16568336052597393,536,0.08440004761933197,0.0032551887859386137,536,264,69.0,536.0,69.0,STAT6
DHPS,0.17987617545972348,0.1797891574530952,373,-0.012470720682162846,-0.012457400475835365,336,0.08370272738878032,-0.012470720682162846,373,265,373.0,336.0,336.0,STAT6
YIPF3,-0.020464269345943142,-0.02067513449637965,27,0.1867217735225801,0.18748116308024373,186,0.08312875208831848,-0.020464269345943142,186,266,27.0,186.0,27.0,STAT6
UBIAD1,0.08569793947505246,0.08965207462136499,89,0.07998226145387351,0.08071236360021802,153,0.08284010046446298,0.07998226145387351,153,267,89.0,153.0,89.0,STAT6
NDUFS8,-0.05581883882698575,-0.055526143086806916,71,0.22091549726984197,0.22238935703238194,882,0.0825483292214281,-0.05581883882698575,882,268,71.0,882.0,71.0,STAT6
FBXL15,0.050099624802834926,0.04982156899963248,125,0.11488389626089404,0.11568713967476907,110,0.08249176053186448,0.050099624802834926,125,269,125.0,110.0,110.0,STAT6
EIF4A1,0.18990100335172108,0.18992494466591137,227,-0.02570844306088189,-0.025403014588570683,538,0.0820962801454196,-0.02570844306088189,538,270,227.0,538.0,227.0,STAT6
APOBEC3B,0.0557325350095323,0.05557159324594504,184,0.10798359825423665,0.10810752102229995,46,0.08185806663188447,0.0557325350095323,184,271,184.0,46.0,46.0,STAT6
C11orf54,0.09523645133752069,0.09562076177896975,158,0.06638372083596439,0.06820108747630427,655,0.08081008608674253,0.06638372083596439,655,272,158.0,655.0,158.0,STAT6
ZBTB48,-0.07097680202386254,-0.07075934322180892,25,0.23204529335972143,0.23198262547499643,23,0.08053424566792944,-0.07097680202386254,25,273,25.0,23.0,23.0,STAT6
PQBP1,0.12453031084323594,0.12521668289391016,84,0.03641141715195281,0.0361601478573212,20,0.08047086399759437,0.03641141715195281,84,274,84.0,20.0,20.0,STAT6
WDR54,0.008024649579490494,0.009407768836596832,102,0.15263496749990713,0.15314361067668542,165,0.08032980853969882,0.008024649579490494,165,275,102.0,165.0,102.0,STAT6
CTNNB1,-0.023189496702239545,-0.023316199570452466,23,0.1833250539099639,0.1841836595404101,59,0.08006777860386217,-0.023189496702239545,59,276,23.0,59.0,23.0,STAT6
MYSM1,0.10925902680976693,0.10951485275465103,37,0.04969435944252225,0.05036062995777423,28,0.07947669312614458,0.04969435944252225,37,277,37.0,28.0,28.0,STAT6
PUM1,-0.005465737986116212,-0.005893712590515223,226,0.1637965780675847,0.16369859464528244,240,0.07916542004073425,-0.005465737986116212,240,278,226.0,240.0,226.0,STAT6
ERGIC3,0.1764056762280206,0.17748194473465134,155,-0.018250665031617604,-0.018017972983668983,74,0.07907750559820151,-0.018250665031617604,155,279,155.0,74.0,74.0,STAT6
PDIA3,0.10293437531652525,0.1052392974696084,309,0.05359391046078699,0.05423454245176641,24,0.07826414288865612,0.05359391046078699,309,280,309.0,24.0,24.0,STAT6
TMED10,-0.013590377820870435,-0.013892706476472515,615,0.1688961391182875,0.17030368979063104,286,0.07765288064870852,-0.013590377820870435,615,281,615.0,286.0,286.0,STAT6
TRAF6,0.07606720249428141,0.07585250999938109,82,0.07869169017773263,0.07856566239753536,32,0.07737944633600702,0.07606720249428141,82,282,82.0,32.0,32.0,STAT6
IFI30,0.11900099605332277,0.11952279991897687,59,0.03442003427891372,0.03396288328861831,25,0.07671051516611825,0.03442003427891372,59,283,59.0,25.0,25.0,STAT6
MIOS,-0.009130783527414924,-0.008067545965039101,424,0.16162361716753465,0.16470312384108196,767,0.07624641682005986,-0.009130783527414924,767,284,424.0,767.0,424.0,STAT6
SRR,0.010705327152000024,0.012123498920443183,812,0.14162253312448211,0.14563707272285017,277,0.07616393013824108,0.010705327152000024,812,285,812.0,277.0,277.0,STAT6
SMARCA5,0.09564588015843874,0.09663763177038973,1995,0.056543962351193404,0.05647050290526262,135,0.07609492125481607,0.056543962351193404,1995,286,1995.0,135.0,135.0,STAT6
CRLS1,0.010867680704405748,0.010972431862792103,49,0.1401857606142763,0.14019179961100925,834,0.07552672065934102,0.010867680704405748,834,287,49.0,834.0,49.0,STAT6
TASOR2,0.15093366007500084,0.15358321600688696,27,-0.0011482294799043684,-0.0008424720974920073,40,0.07489271529754823,-0.0011482294799043684,40,288,27.0,40.0,27.0,STAT6
EIF4G2,0.13977956889333534,0.1412962694837799,2529,0.008413879261066622,0.008631066421420438,1829,0.07409672407720098,0.008413879261066622,2529,289,2529.0,1829.0,1829.0,STAT6
SCAP,0.08564421843041313,0.08549939847568333,34,0.058701272199708346,0.05920312088658573,233,0.07217274531506074,0.058701272199708346,233,290,34.0,233.0,34.0,STAT6
PHF12,0.07836759912915045,0.07816248122490774,325,0.06590682533374369,0.06568745772815067,122,0.07213721223144706,0.06590682533374369,325,291,325.0,122.0,122.0,STAT6
RANBP3,0.10817492306134513,0.1109435220034983,167,0.03565374240396537,0.03621025754148539,83,0.07191433273265525,0.03565374240396537,167,292,167.0,83.0,83.0,STAT6
N6AMT1,0.14935353864677992,0.1520043411149468,269,-0.006852674361454011,-0.007086738141831963,510,0.07125043214266295,-0.006852674361454011,510,293,269.0,510.0,269.0,STAT6
TNRC6A,0.07448181461863643,0.07498807495451128,44,0.06689749756744237,0.06776146321491859,1546,0.0706896560930394,0.06689749756744237,1546,294,44.0,1546.0,44.0,STAT6
ATP23,0.107757490424591,0.11067881523456027,66,0.032914538631511676,0.03318328146075745,96,0.07033601452805134,0.032914538631511676,96,295,66.0,96.0,66.0,STAT6
UBXN1,-0.00833948911574571,-0.008416602924246593,3443,0.14870031927280836,0.14863164217267275,539,0.07018041507853132,-0.00833948911574571,3443,296,3443.0,539.0,539.0,STAT6
EML2,0.0666423544793208,0.06985380901052998,342,0.07345685585918033,0.07404845486445284,308,0.07004960516925057,0.0666423544793208,342,297,342.0,308.0,308.0,STAT6
PMVK,-0.004309082497945727,-0.004398264761001321,87,0.14270198233636802,0.1431918365698028,3527,0.06919644991921114,-0.004309082497945727,3527,298,87.0,3527.0,87.0,STAT6
PTEN,-0.0036957409333754905,-0.003556585648327327,1638,0.14144972822808832,0.14165678199575976,462,0.06887699364735642,-0.0036957409333754905,1638,299,1638.0,462.0,462.0,STAT6
SLC35B1,0.04412496927589545,0.0451885565580836,1541,0.09263208355366012,0.09429905359036658,107,0.06837852641477779,0.04412496927589545,1541,300,1541.0,107.0,107.0,STAT6
COP1,0.11426898916172697,0.11731350033934022,212,0.021995283203290965,0.021797146761721554,39,0.06813213618250896,0.021995283203290965,212,301,212.0,39.0,39.0,STAT6
TMED2,-0.014801972707268539,-0.014897994713785629,158,0.1495825042720487,0.1494984006974706,122,0.06739026578239007,-0.014801972707268539,158,302,158.0,122.0,122.0,STAT6
APPBP2,0.1460320405041522,0.146306391406304,23,-0.011374348074772039,-0.011398301017562682,23,0.06732884621469008,-0.011374348074772039,23,303,23.0,23.0,23.0,STAT6
SNUPN,-0.005871942287481656,-0.005955658036736046,64,0.13951082604521495,0.1424073695474827,130,0.06681944187886664,-0.005871942287481656,130,304,64.0,130.0,64.0,STAT6
ZMYND8,0.09153927011069132,0.0916071422574259,54,0.04047360693705229,0.04008717381200089,36,0.06600643852387181,0.04047360693705229,54,305,54.0,36.0,36.0,STAT6
INTS14,0.021995366505634936,0.02361143562794605,781,0.10841719301211906,0.1103991006096334,713,0.065206279758877,0.021995366505634936,781,306,781.0,713.0,713.0,STAT6
KTI12,0.16134521573661004,0.16161357249838731,825,-0.0313042107495643,-0.031123479204625805,729,0.06502050249352287,-0.0313042107495643,825,307,825.0,729.0,729.0,STAT6
PXMP4,0.004483762915455954,0.00449122665554977,164,0.12517274402320408,0.12526588699039534,114,0.06482825346933002,0.004483762915455954,164,308,164.0,114.0,114.0,STAT6
SIN3B,-0.023818386690787213,-0.024744411740937926,1577,0.15298333710861256,0.15288728720718325,1613,0.06458247520891268,-0.023818386690787213,1613,309,1577.0,1613.0,1577.0,STAT6
ZBTB44,0.02081599075597029,0.02121088995915121,210,0.10567260109554226,0.10584038753863909,142,0.06324429592575627,0.02081599075597029,210,310,210.0,142.0,142.0,STAT6
DOLPP1,0.02122726839104834,0.02240256651497172,2717,0.10470498747610738,0.10756936418724979,1505,0.06296612793357786,0.02122726839104834,2717,311,2717.0,1505.0,1505.0,STAT6
GAB2,0.12552579402606093,0.12583214393238168,22,0.00040048510658350955,-0.00012191904421718389,55,0.06296313956632221,0.00040048510658350955,55,312,22.0,55.0,22.0,STAT6
RIDA,-0.02258886602019751,-0.02231239988217481,372,0.1468629047134629,0.1512838747159529,553,0.06213701934663269,-0.02258886602019751,553,313,372.0,553.0,372.0,STAT6
MEAF6,0.004021096235355718,0.004121287188047881,468,0.11759347474843324,0.11867911633675161,306,0.06080728549189448,0.004021096235355718,468,314,468.0,306.0,306.0,STAT6
FBXW7,-0.04225318580371339,-0.04218085330993012,191,0.16368625009933713,0.16519544599467817,181,0.060716532147811864,-0.04225318580371339,191,315,191.0,181.0,181.0,STAT6
