gene,cosine_Stim8hr,pearson_8,n_downstream_8,cosine_Stim48hr,pearson_48,n_downstream_48,cosine_mean,cosine_min,n_downstream_max,rank,n_downstream_Stim8hr,n_downstream_Stim48hr,nd_min,anchor
PRRC2A,0.10013171263553321,0.08460926800974018,121,0.1941473296183092,0.18632069591727654,84,0.1471395211269212,0.10013171263553321,121,157,121.0,84.0,84.0,GATA3
TAF6L,0.04257827144998471,0.07635651994207134,4638,0.25031319727978935,0.2787983075516515,3485,0.14644573436488703,0.04257827144998471,4638,158,4638.0,3485.0,3485.0,GATA3
TADA2A,0.15726079594316994,0.1584669388017409,52,0.13534904991876795,0.14157222952042214,280,0.14630492293096894,0.13534904991876795,280,159,52.0,280.0,52.0,GATA3
FAM98B,0.17256844918760553,0.16453319736624467,904,0.11969155649957906,0.14233980472422644,1427,0.1461300028435923,0.11969155649957906,1427,160,904.0,1427.0,904.0,GATA3
EIF4H,0.06505639478547047,0.0868373244654125,224,0.2267314749528444,0.22227731875981308,24,0.14589393486915744,0.06505639478547047,224,161,224.0,24.0,24.0,GATA3
SLC25A26,0.18436216702241195,0.19814946515085846,82,0.10668120082456611,0.11152344894809534,202,0.14552168392348902,0.10668120082456611,202,162,82.0,202.0,82.0,GATA3
SUCLG1,0.12370599464703722,0.11286081050745525,109,0.16704982944229035,0.17265849300765515,68,0.14537791204466377,0.12370599464703722,109,163,109.0,68.0,68.0,GATA3
BBS10,0.13987106085078455,0.1750576211158926,78,0.15007226498554305,0.1584415494989381,22,0.1449716629181638,0.13987106085078455,78,164,78.0,22.0,22.0,GATA3
ZMYND19,0.10850931276179063,0.1114897900333485,143,0.1808724963772189,0.1800263373601802,27,0.14469090456950476,0.10850931276179063,143,165,143.0,27.0,27.0,GATA3
IFFO2,0.07714540327383475,0.07803019982266779,50,0.2112579523325098,0.21541766007939983,42,0.14420167780317228,0.07714540327383475,50,166,50.0,42.0,42.0,GATA3
LRPPRC,0.12586384805351356,0.13646807526382468,770,0.15930303826981068,0.17261395717178651,1925,0.1425834431616621,0.12586384805351356,1925,167,770.0,1925.0,770.0,GATA3
DPH1,0.12252369457312419,0.11928346202715179,508,0.1623511309642696,0.14898236892969338,142,0.1424374127686969,0.12252369457312419,508,168,508.0,142.0,142.0,GATA3
RBPJ,0.14054887681594336,0.13355197081338605,56,0.1443069444898101,0.15036309531940553,119,0.14242791065287674,0.14054887681594336,119,169,56.0,119.0,56.0,GATA3
COASY,0.15373936326377838,0.16593351497651945,622,0.13102891444501932,0.15486181222986636,302,0.14238413885439885,0.13102891444501932,622,170,622.0,302.0,302.0,GATA3
HEXIM1,0.1508005382204598,0.17135795745073631,247,0.13394121797016745,0.14979476864742103,1357,0.14237087809531362,0.13394121797016745,1357,171,247.0,1357.0,247.0,GATA3
HEATR3,0.22623877472095227,0.22528720224942775,416,0.056322283807037556,0.06851162452102734,38,0.14128052926399493,0.056322283807037556,416,172,416.0,38.0,38.0,GATA3
MCM8,0.15341359462430093,0.16889859479296723,216,0.12878291567115657,0.13743541065420545,355,0.14109825514772875,0.12878291567115657,355,173,216.0,355.0,216.0,GATA3
LMTK2,0.12935862276873633,0.13965553419268498,599,0.15211527501911198,0.16118533121889908,23,0.14073694889392416,0.12935862276873633,599,174,599.0,23.0,23.0,GATA3
UFL1,0.07741501826023549,0.09397813664287938,1320,0.20292091916667063,0.20482872330836616,733,0.14016796871345305,0.07741501826023549,1320,175,1320.0,733.0,733.0,GATA3
IBA57,0.18965738739345842,0.19223078804106028,139,0.09047432818540461,0.10168742568330714,918,0.1400658577894315,0.09047432818540461,918,176,139.0,918.0,139.0,GATA3
CBFB,0.144959425164501,0.14089614423003366,1089,0.1324502670250083,0.12042032274169663,1132,0.13870484609475464,0.1324502670250083,1132,177,1089.0,1132.0,1089.0,GATA3
PPP1R13L,0.20109033458089806,0.20230058745246576,376,0.07618919040867281,0.09095029630207113,30,0.13863976249478543,0.07618919040867281,376,178,376.0,30.0,30.0,GATA3
PCBP1,0.11741860759667577,0.10464803569071358,615,0.1586655973855604,0.15494594539969464,475,0.1380421024911181,0.11741860759667577,615,179,615.0,475.0,475.0,GATA3
RAB11FIP1,0.11758413818292093,0.1292426545357076,587,0.15762852284190623,0.1692579836766869,217,0.13760633051241358,0.11758413818292093,587,180,587.0,217.0,217.0,GATA3
MORC2,0.16598407943003574,0.1548739503367911,800,0.10805892783702652,0.10719577062162962,82,0.13702150363353113,0.10805892783702652,800,181,800.0,82.0,82.0,GATA3
CDCA3,0.10735433934528063,0.11388276478341575,73,0.16574541074862434,0.16291466618973113,69,0.13654987504695248,0.10735433934528063,73,182,73.0,69.0,69.0,GATA3
GATAD1,0.1653939822506825,0.14328929449347663,166,0.10729915861366902,0.10590014988406155,124,0.13634657043217577,0.10729915861366902,166,183,166.0,124.0,124.0,GATA3
TADA1,0.06112802360227618,0.08736532613055928,3648,0.2103777965268986,0.23210397394146753,3113,0.1357529100645874,0.06112802360227618,3648,184,3648.0,3113.0,3113.0,GATA3
FBXO11,0.12335173764051718,0.09611162661491768,112,0.14758563445368927,0.12594233750190667,106,0.13546868604710322,0.12335173764051718,112,185,112.0,106.0,106.0,GATA3
PDPK1,0.1285851271709855,0.12933935934517948,67,0.1423251534689604,0.142175288626477,309,0.13545514031997297,0.1285851271709855,309,186,67.0,309.0,67.0,GATA3
PRPF39,0.10475634086154122,0.10559422024378852,325,0.16530120708191265,0.18194861419077613,206,0.13502877397172694,0.10475634086154122,325,187,325.0,206.0,206.0,GATA3
HSD17B10,0.12385498254349579,0.12437008317651907,679,0.14390312325398597,0.1434197160112012,339,0.13387905289874089,0.12385498254349579,679,188,679.0,339.0,339.0,GATA3
WDR7,0.1335948428148155,0.13426813467147686,52,0.13270779551984338,0.13952441463015397,149,0.13315131916732945,0.13270779551984338,149,189,52.0,149.0,52.0,GATA3
ZNF148,0.09329153020371835,0.08890918935801183,594,0.17146870775840384,0.17431246961938518,492,0.13238011898106108,0.09329153020371835,594,190,594.0,492.0,492.0,GATA3
EIF3H,0.059313880734750093,0.04995427917548362,584,0.20538401274757906,0.19913113732126644,186,0.13234894674116457,0.059313880734750093,584,191,584.0,186.0,186.0,GATA3
IMPDH2,0.20880790292566465,0.21716509520758745,526,0.055436756689923816,0.07371027452745187,1054,0.13212232980779423,0.055436756689923816,1054,192,526.0,1054.0,526.0,GATA3
EMB,0.09368987122476981,0.08323795869152537,59,0.1684354648485343,0.16285278927386787,45,0.13106266803665206,0.09368987122476981,59,193,59.0,45.0,45.0,GATA3
UQCRB,0.16894587283486356,0.18182962599005573,439,0.09255336909286627,0.10718989986791368,578,0.13074962096386492,0.09255336909286627,578,194,439.0,578.0,439.0,GATA3
RICTOR,0.15167864472072487,0.15124698577993853,38,0.10690841625648032,0.11075323735421636,268,0.1292935304886026,0.10690841625648032,268,195,38.0,268.0,38.0,GATA3
BPTF,0.17334884521091906,0.1599494105135597,603,0.08515733878115973,0.09074276441354945,385,0.1292530919960394,0.08515733878115973,603,196,603.0,385.0,385.0,GATA3
ACLY,0.07001704559456072,0.07921906529924244,1320,0.18826168160360654,0.1898975085385675,2431,0.12913936359908362,0.07001704559456072,2431,197,1320.0,2431.0,1320.0,GATA3
YIPF3,0.2069664356572702,0.19926816957176824,27,0.048752976597729134,0.05902446375315325,186,0.12785970612749967,0.048752976597729134,186,198,27.0,186.0,27.0,GATA3
TRRAP,0.047606687026399364,0.07763806035667611,1256,0.20779601160577718,0.20118563333694228,34,0.1277013493160883,0.047606687026399364,1256,199,1256.0,34.0,34.0,GATA3
TIMM8B,0.13735688873900914,0.1449025939142393,370,0.11687845773251551,0.13136403079540632,499,0.12711767323576234,0.11687845773251551,499,200,370.0,499.0,370.0,GATA3
PRKAR1A,0.08943020282850733,0.12866058274946937,1390,0.1641485564977279,0.18286316821825274,900,0.1267893796631176,0.08943020282850733,1390,201,1390.0,900.0,900.0,GATA3
RNFT1,0.1073723262444071,0.12915909810971227,413,0.143372806540563,0.15836357830511283,109,0.12537256639248506,0.1073723262444071,413,202,413.0,109.0,109.0,GATA3
GMEB1,0.08517569393993073,0.07704687136621854,650,0.16379076449032803,0.15083378776463643,558,0.12448322921512939,0.08517569393993073,650,203,650.0,558.0,558.0,GATA3
R3HCC1L,0.12707939762841947,0.130865430985249,119,0.12134534108276944,0.12744072496187764,183,0.12421236935559446,0.12134534108276944,183,204,119.0,183.0,119.0,GATA3
METAP2,0.1377846949941673,0.13002820265377132,375,0.1090858796731978,0.11720368010516594,527,0.12343528733368254,0.1090858796731978,527,205,375.0,527.0,375.0,GATA3
ARID1A,0.08386168399349012,0.09427529100668937,99,0.16259965032274687,0.1487184822754759,63,0.12323066715811849,0.08386168399349012,99,206,99.0,63.0,63.0,GATA3
PARP2,0.16073443141813096,0.15722196846621458,176,0.08499541087732569,0.08989343775982524,148,0.12286492114772832,0.08499541087732569,176,207,176.0,148.0,148.0,GATA3
UQCRC2,0.16935848748150284,0.18521235109095827,176,0.0762157743286468,0.07511298877418036,123,0.12278713090507481,0.0762157743286468,176,208,176.0,123.0,123.0,GATA3
COX19,0.09846481738664184,0.10384285340479776,309,0.14604754665579303,0.1490223079918612,483,0.12225618202121744,0.09846481738664184,483,209,309.0,483.0,309.0,GATA3
VPS45,0.14752285926599995,0.14580551152887486,78,0.09692255169357014,0.12285975994662665,109,0.12222270547978505,0.09692255169357014,109,210,78.0,109.0,78.0,GATA3
ZNF280D,0.08837060864574542,0.11264860433443387,145,0.15561642461791841,0.17987075750049852,129,0.12199351663183192,0.08837060864574542,145,211,145.0,129.0,129.0,GATA3
CTDSPL2,0.11627637699823136,0.09650055990978618,477,0.12756399736286667,0.10773083577013025,736,0.121920187180549,0.11627637699823136,736,212,477.0,736.0,477.0,GATA3
FLAD1,0.15432301932560688,0.14977602596952616,267,0.08897735453847973,0.1014107282691913,402,0.1216501869320433,0.08897735453847973,402,213,267.0,402.0,267.0,GATA3
PGAM1,0.1617875971402581,0.15775117769278635,171,0.08116942909635931,0.08031652594089342,59,0.1214785131183087,0.08116942909635931,171,214,171.0,59.0,59.0,GATA3
C11orf54,0.16886481340894105,0.1780906197412092,158,0.07344254688901883,0.09879696328966622,655,0.12115368014897994,0.07344254688901883,655,215,158.0,655.0,158.0,GATA3
CFAP20,0.1067335894897489,0.11454083134478737,862,0.13525002230826055,0.14259683507006143,1292,0.12099180589900473,0.1067335894897489,1292,216,862.0,1292.0,862.0,GATA3
SCAF8,0.07086754594510515,0.06137805915302332,58,0.1711062369670212,0.1701332058067843,118,0.12098689145606317,0.07086754594510515,118,217,58.0,118.0,58.0,GATA3
LSM14A,0.1416906510222879,0.1432549033656829,21,0.0991729960551994,0.10535233260050982,136,0.12043182353874365,0.0991729960551994,136,218,21.0,136.0,21.0,GATA3
ADRM1,0.027193889958907827,0.04863910915395093,30,0.21211255185789385,0.21370971531940477,26,0.11965322090840083,0.027193889958907827,30,219,30.0,26.0,26.0,GATA3
TET2,0.10047255772577068,0.07506920520803084,57,0.13854831585502722,0.13468875078027712,55,0.11951043679039895,0.10047255772577068,57,220,57.0,55.0,55.0,GATA3
IDH3A,0.13664055717927354,0.13433111679030244,124,0.10031516725702362,0.10584743748492935,29,0.11847786221814857,0.10031516725702362,124,221,124.0,29.0,29.0,GATA3
DEK,0.10383292429236562,0.10789110643770229,45,0.1322439020110988,0.13244779101406035,81,0.11803841315173222,0.10383292429236562,81,222,45.0,81.0,45.0,GATA3
MECR,0.08427244487391707,0.0895642131548074,27,0.1515910160891103,0.1645818023010571,21,0.11793173048151367,0.08427244487391707,27,223,27.0,21.0,21.0,GATA3
GNG5,0.12721100046914455,0.12159453639501577,222,0.10780430016834196,0.11278198836915826,63,0.11750765031874325,0.10780430016834196,222,224,222.0,63.0,63.0,GATA3
COMMD10,0.11990051555456878,0.12178810939123667,142,0.11496405761816392,0.1327349653930491,178,0.11743228658636634,0.11496405761816392,178,225,142.0,178.0,142.0,GATA3
POLDIP3,0.11649640535777567,0.10244943519611886,38,0.11821766233265762,0.11313765687320851,261,0.11735703384521665,0.11649640535777567,261,226,38.0,261.0,38.0,GATA3
ATP5PO,0.0562552138070858,0.0579251905123883,93,0.17706016400879665,0.18150199275130746,1156,0.11665768890794123,0.0562552138070858,1156,227,93.0,1156.0,93.0,GATA3
TXNIP,0.1552346372479128,0.15680646209923782,47,0.07773801546957393,0.07496629108914882,56,0.11648632635874337,0.07773801546957393,56,228,47.0,56.0,47.0,GATA3
IFNAR1,0.1048390474739668,0.09915853952337493,56,0.12735518064709808,0.1268112408660805,38,0.11609711406053244,0.1048390474739668,56,229,56.0,38.0,38.0,GATA3
COQ6,0.08376292748588464,0.09683394045285582,228,0.14624885899752466,0.155054334238666,799,0.11500589324170465,0.08376292748588464,799,230,228.0,799.0,228.0,GATA3
PKM,0.11877066774692936,0.1265054594061803,1840,0.1110576780990375,0.12406626117751351,201,0.11491417292298342,0.1110576780990375,1840,231,1840.0,201.0,201.0,GATA3
SYVN1,0.11720096106790831,0.10753889103013395,200,0.11221393055165187,0.10594987857093591,92,0.1147074458097801,0.11221393055165187,200,232,200.0,92.0,92.0,GATA3
HCCS,0.0837402652118771,0.11572376179881222,1372,0.14536695773327665,0.16331864538419788,1230,0.11455361147257687,0.0837402652118771,1372,233,1372.0,1230.0,1230.0,GATA3
INSIG1,0.11436873069462064,0.0923302170815887,115,0.11466297564421646,0.1066433394658103,730,0.11451585316941855,0.11436873069462064,730,234,115.0,730.0,115.0,GATA3
ZBTB7A,0.09855702555876247,0.10976876503360633,220,0.130380651436295,0.1354614396457296,45,0.11446883849752873,0.09855702555876247,220,235,220.0,45.0,45.0,GATA3
RAB2B,0.16141126510720732,0.16611272618479164,28,0.06590899844819269,0.0637964741844778,64,0.11366013177770001,0.06590899844819269,64,236,28.0,64.0,28.0,GATA3
TMEM123,0.08612385195131145,0.10867802729948958,141,0.1406775195030531,0.1656828307914478,34,0.11340068572718227,0.08612385195131145,141,237,141.0,34.0,34.0,GATA3
LZTS1,0.018251188124748602,0.03362820366228527,331,0.2070891600326365,0.20120865353952108,179,0.11267017407869255,0.018251188124748602,331,238,331.0,179.0,179.0,GATA3
GAB2,0.021288867921164745,0.025652686831695498,22,0.20342236461303226,0.19326494925901644,55,0.1123556162670985,0.021288867921164745,55,239,22.0,55.0,22.0,GATA3
COX7C,0.044102611945459495,0.051681026220976325,34,0.17819730253982483,0.1786569640545078,114,0.11114995724264216,0.044102611945459495,114,240,34.0,114.0,34.0,GATA3
CARD6,0.09689630531232513,0.09851512454557085,22,0.12485933005486519,0.12855144347101885,77,0.11087781768359516,0.09689630531232513,77,241,22.0,77.0,22.0,GATA3
AGRN,0.12134157186004858,0.11634546589686466,30,0.10017619255089479,0.10228949841537331,24,0.11075888220547168,0.10017619255089479,30,242,30.0,24.0,24.0,GATA3
TFAP4,0.13822790655955774,0.12578466756789014,198,0.08227304068424664,0.08946451611807192,471,0.11025047362190218,0.08227304068424664,471,243,198.0,471.0,198.0,GATA3
MSL2,0.13866780709943696,0.12171679729546885,85,0.08062685585839094,0.07857699235888449,109,0.10964733147891395,0.08062685585839094,109,244,85.0,109.0,85.0,GATA3
MIGA2,0.07511156428184286,0.06522929307678647,30,0.14397504637331465,0.13614051944639927,75,0.10954330532757875,0.07511156428184286,75,245,30.0,75.0,30.0,GATA3
GIGYF2,0.1162571980133099,0.12126709295560158,233,0.1017983066141667,0.11819834534548279,315,0.10902775231373829,0.1017983066141667,315,246,233.0,315.0,233.0,GATA3
CD274,0.0672856804310703,0.10214783859374911,166,0.15060138007568977,0.1802747060776495,101,0.10894353025338004,0.0672856804310703,166,247,166.0,101.0,101.0,GATA3
MMGT1,0.08580574572375729,0.0787269065737979,64,0.12878314361122375,0.13141110032549347,729,0.10729444466749052,0.08580574572375729,729,248,64.0,729.0,64.0,GATA3
CLASRP,0.04688884532958126,0.04498982162968894,196,0.16736738421176117,0.1658632880573073,361,0.10712811477067122,0.04688884532958126,361,249,196.0,361.0,196.0,GATA3
GLS,0.11225934265209118,0.11524357308490266,319,0.10122894892212977,0.12014296607895988,77,0.10674414578711047,0.10122894892212977,319,250,319.0,77.0,77.0,GATA3
WBP4,0.12341852226205685,0.1344533725650538,202,0.0889607734731976,0.07890605545269494,40,0.10618964786762722,0.0889607734731976,202,251,202.0,40.0,40.0,GATA3
TFG,0.11044314178167525,0.11341923306110177,433,0.10137200541106507,0.10425630330119705,155,0.10590757359637015,0.10137200541106507,433,252,433.0,155.0,155.0,GATA3
SMG1,0.10122730764469214,0.13185021829447574,2683,0.11020767863639055,0.14137622735584982,1704,0.10571749314054135,0.10122730764469214,2683,253,2683.0,1704.0,1704.0,GATA3
CXXC1,0.08811454257844717,0.08610478284501538,1337,0.1226837968480195,0.1145724325537032,852,0.10539916971323333,0.08811454257844717,1337,254,1337.0,852.0,852.0,GATA3
ELP3,0.11196898508886405,0.10171503606991499,995,0.0974451153790939,0.0943537646558497,187,0.10470705023397897,0.0974451153790939,995,255,995.0,187.0,187.0,GATA3
MOGS,0.13411263579775853,0.11617992462762904,52,0.07453534652203937,0.06933227330404704,23,0.10432399115989896,0.07453534652203937,52,256,52.0,23.0,23.0,GATA3
NFKB2,0.09040738072216668,0.0944158715794923,1349,0.11749188439719499,0.12987642614303024,737,0.10394963255968084,0.09040738072216668,1349,257,1349.0,737.0,737.0,GATA3
DCP2,0.12362850296794858,0.1516498363824554,931,0.08340790952815194,0.10518989228469365,689,0.10351820624805026,0.08340790952815194,931,258,931.0,689.0,689.0,GATA3
GRSF1,0.06340852188651809,0.07515451784825763,21,0.13922069083846336,0.14127545462695854,1848,0.10131460636249073,0.06340852188651809,1848,259,21.0,1848.0,21.0,GATA3
DHPS,0.08550027082258685,0.08543962113651467,373,0.11670046227119987,0.11736954196386672,336,0.10110036654689336,0.08550027082258685,373,260,373.0,336.0,336.0,GATA3
E2F1,0.08687403543728028,0.10022850633445039,86,0.11287824239996334,0.11985469632500304,389,0.09987613891862182,0.08687403543728028,389,261,86.0,389.0,86.0,GATA3
LUC7L3,0.04259835286710401,0.05976532352354494,120,0.1564391078244645,0.15701989155336557,58,0.09951873034578425,0.04259835286710401,120,262,120.0,58.0,58.0,GATA3
SUPV3L1,0.026437369251783485,0.033545186179397994,43,0.17027565471686235,0.17034743152020848,65,0.09835651198432291,0.026437369251783485,65,263,43.0,65.0,43.0,GATA3
ZNF92,0.10301417336334323,0.09156720800942195,341,0.0930304207484628,0.08557223282931929,244,0.09802229705590301,0.0930304207484628,341,264,341.0,244.0,244.0,GATA3
C1D,0.1474694664758343,0.16631496937114562,959,0.048206706477794646,0.06384610171408096,893,0.09783808647681448,0.048206706477794646,959,265,959.0,893.0,893.0,GATA3
DHX30,0.0456194881371224,0.04828612095951684,25,0.14994092911829396,0.15693102472673032,276,0.09778020862770818,0.0456194881371224,276,266,25.0,276.0,25.0,GATA3
HNRNPA2B1,0.12289033429830827,0.12834354782923382,379,0.0717748956315645,0.07051162953847898,353,0.09733261496493639,0.0717748956315645,379,267,379.0,353.0,353.0,GATA3
BEND3,0.09306170000896674,0.07832851837780827,24,0.10082388426673809,0.09700635242566398,39,0.09694279213785242,0.09306170000896674,39,268,24.0,39.0,24.0,GATA3
SP1,0.11749970898184824,0.12451685023886028,221,0.07615573819379604,0.07974491862769945,406,0.09682772358782213,0.07615573819379604,406,269,221.0,406.0,221.0,GATA3
PTPN2,0.09327761356290892,0.08737333713486763,101,0.098596067226282,0.09594126325155171,370,0.09593684039459546,0.09327761356290892,370,270,101.0,370.0,101.0,GATA3
ZMYM2,0.08540224335643223,0.07351985471879775,304,0.1059286607095721,0.10747468069851666,174,0.09566545203300217,0.08540224335643223,304,271,304.0,174.0,174.0,GATA3
CSNK2A1,0.13603203263928357,0.12143931494172178,138,0.05450632516118041,0.0418992787530361,292,0.09526917890023198,0.05450632516118041,292,272,138.0,292.0,138.0,GATA3
GDAP2,0.11442386026112729,0.1307826559919505,507,0.07605102594262489,0.10873591720935134,1001,0.0952374431018761,0.07605102594262489,1001,273,507.0,1001.0,507.0,GATA3
MPG,0.09565835358031588,0.08902090792109,55,0.09464926994863376,0.07980762416493245,165,0.09515381176447482,0.09464926994863376,165,274,55.0,165.0,55.0,GATA3
AK3,0.09850999075236092,0.10359123341161752,212,0.09169167445282835,0.09254329190476723,57,0.09510083260259464,0.09169167445282835,212,275,212.0,57.0,57.0,GATA3
JOSD2,0.0478972702947237,0.03033462079662873,22,0.1418424547624962,0.1381341173326683,78,0.09486986252860996,0.0478972702947237,78,276,22.0,78.0,22.0,GATA3
EXOC1,0.12495381740382805,0.11857411668783653,29,0.06395517924080688,0.06317434257293031,75,0.09445449832231746,0.06395517924080688,75,277,29.0,75.0,29.0,GATA3
SLC25A22,0.10460656437635552,0.10540777272917586,193,0.08400161465839777,0.08681420600766054,66,0.09430408951737665,0.08400161465839777,193,278,193.0,66.0,66.0,GATA3
ARID2,0.07968268934564328,0.09076994184634048,215,0.1086224926254124,0.12004570194052631,269,0.09415259098552783,0.07968268934564328,269,279,215.0,269.0,215.0,GATA3
ZWINT,0.08992443661577637,0.10365586993943325,133,0.09807834062696272,0.09522997977514899,34,0.09400138862136954,0.08992443661577637,133,280,133.0,34.0,34.0,GATA3
MBIP,0.06070799526535975,0.04747712145782333,85,0.12648806602439527,0.12911577077548791,307,0.09359803064487751,0.06070799526535975,307,281,85.0,307.0,85.0,GATA3
GTF2A1,0.10689128571530704,0.10697538466683261,29,0.08028012564896508,0.08820841573068319,42,0.09358570568213606,0.08028012564896508,42,282,29.0,42.0,29.0,GATA3
ATM,0.08667540037189315,0.08076720893652167,70,0.09962210036569122,0.09621644913173483,142,0.0931487503687922,0.08667540037189315,142,283,70.0,142.0,70.0,GATA3
CNOT9,0.16602996459706748,0.18163635362478533,250,0.01967466660233116,0.04023937649071881,63,0.09285231559969932,0.01967466660233116,250,284,250.0,63.0,63.0,GATA3
UFM1,0.06472235028897738,0.06945723169881171,2278,0.12095741487271837,0.12209348362822764,1384,0.09283988258084788,0.06472235028897738,2278,285,2278.0,1384.0,1384.0,GATA3
MBD3,0.09149242479948556,0.07874347200478798,74,0.09336462728494571,0.08767809539336924,196,0.09242852604221563,0.09149242479948556,196,286,74.0,196.0,74.0,GATA3
NR2C2,0.11687728148270068,0.126285292933483,262,0.06791624188635079,0.0704936403306504,212,0.09239676168452574,0.06791624188635079,262,287,262.0,212.0,212.0,GATA3
GPALPP1,0.1904587047028954,0.20611343144027913,39,-0.005873192910062328,0.01567218302941939,151,0.09229275589641653,-0.005873192910062328,151,288,39.0,151.0,39.0,GATA3
AIFM1,0.10722424238374845,0.11519244370048638,57,0.07707156426736578,0.09082365490229799,997,0.09214790332555711,0.07707156426736578,997,289,57.0,997.0,57.0,GATA3
PAPOLA,0.018722874810465535,0.013277767106209116,55,0.1652979509275287,0.16333560729363594,37,0.09201041286899711,0.018722874810465535,55,290,55.0,37.0,37.0,GATA3
CALHM6,0.10640983005446808,0.09420191690743891,24,0.07669817974920663,0.06456417382479608,20,0.09155400490183735,0.07669817974920663,24,291,24.0,20.0,20.0,GATA3
COA3,0.06547195385178671,0.0796466017958312,252,0.11626597754157827,0.12375215110699439,533,0.09086896569668249,0.06547195385178671,533,292,252.0,533.0,252.0,GATA3
SLC25A51,0.08529207716559525,0.07763038525111898,67,0.09566146181063122,0.0985254594058147,102,0.09047676948811323,0.08529207716559525,102,293,67.0,102.0,67.0,GATA3
EMC3,0.05722148997134925,0.05579252437372886,53,0.12357518794685543,0.12102066166227086,156,0.09039833895910235,0.05722148997134925,156,294,53.0,156.0,53.0,GATA3
HNRNPD,0.07556128564933895,0.05324215731965867,164,0.10513805616173998,0.08415107210933485,641,0.09034967090553947,0.07556128564933895,641,295,164.0,641.0,164.0,GATA3
PTBP1,0.06270887902152943,0.08245009537696307,214,0.11725388631487964,0.11783715260777276,118,0.08998138266820453,0.06270887902152943,214,296,214.0,118.0,118.0,GATA3
CYCS,0.07051114341706669,0.08285359463071154,50,0.10907284453015496,0.12164605983118229,162,0.08979199397361082,0.07051114341706669,162,297,50.0,162.0,50.0,GATA3
ADNP2,0.15537493638828717,0.13532720060140807,91,0.02379125431083896,0.009362611983883844,96,0.08958309534956306,0.02379125431083896,96,298,91.0,96.0,91.0,GATA3
C18orf32,0.11873843080360554,0.12973043201094053,73,0.06040159715126041,0.06635929082018295,39,0.08957001397743297,0.06040159715126041,73,299,73.0,39.0,39.0,GATA3
IL4R,-0.024047338368491707,-0.02656670252382351,239,0.20061056795201573,0.2000230239194577,728,0.08828161479176201,-0.024047338368491707,728,300,239.0,728.0,239.0,GATA3
MTHFD1,0.13775905400843394,0.14375395205025904,91,0.03811169370819361,0.06720241341990518,1187,0.08793537385831378,0.03811169370819361,1187,301,91.0,1187.0,91.0,GATA3
TASOR,0.04794240171278954,0.09022100711260532,373,0.12786274851641682,0.14281276256874312,359,0.08790257511460318,0.04794240171278954,373,302,373.0,359.0,359.0,GATA3
CTU1,0.028050976870053937,0.02455023413661232,296,0.14754421354957678,0.14020473798526276,49,0.08779759520981537,0.028050976870053937,296,303,296.0,49.0,49.0,GATA3
EFHD2,0.01831479419301174,0.024776714064475996,40,0.15582219990719837,0.15520526805922572,62,0.08706849705010505,0.01831479419301174,62,304,40.0,62.0,40.0,GATA3
PPM1D,0.09107386616353072,0.09462922394183812,139,0.08186799040869176,0.08022812804692092,68,0.08647092828611125,0.08186799040869176,139,305,139.0,68.0,68.0,GATA3
DOCK2,0.04921064930095901,0.06506750784950041,327,0.12337092566715849,0.13006731281770323,663,0.08629078748405875,0.04921064930095901,663,306,327.0,663.0,327.0,GATA3
PHF12,0.10460672277640032,0.0931910636762244,325,0.0669060587812802,0.06414240709343229,122,0.08575639077884026,0.0669060587812802,325,307,325.0,122.0,122.0,GATA3
TANK,0.010133973084905563,0.0031515215978317715,21,0.1588125907758421,0.1548319940814159,32,0.08447328193037383,0.010133973084905563,32,308,21.0,32.0,21.0,GATA3
RRM2B,0.06969376763702785,0.07051319257076,122,0.09806017253046201,0.09368742439897684,353,0.08387697008374492,0.06969376763702785,353,309,122.0,353.0,122.0,GATA3
AHR,0.048958806716693296,0.04496520574545466,1776,0.11831272608081916,0.13040858910477177,1821,0.08363576639875622,0.048958806716693296,1821,310,1776.0,1821.0,1776.0,GATA3
CCNC,0.017951739134868545,0.030376243019140627,2270,0.14928055856382133,0.15271179846740843,4090,0.08361614884934494,0.017951739134868545,4090,311,2270.0,4090.0,2270.0,GATA3
CEP135,0.1774262945036538,0.18336261942657447,37,-0.010221259473690606,0.0028977975374754046,124,0.0836025175149816,-0.010221259473690606,124,312,37.0,124.0,37.0,GATA3
MED13,0.03230269159321569,0.046868781151800896,219,0.13398156650119591,0.14706443029657446,628,0.0831421290472058,0.03230269159321569,628,313,219.0,628.0,219.0,GATA3
GPI,0.11337675788161809,0.11086576877749536,954,0.05249220825860538,0.06790729925538053,1779,0.08293448307011174,0.05249220825860538,1779,314,954.0,1779.0,954.0,GATA3
NEMF,0.07781637019190546,0.0816681272591454,46,0.08799455132945634,0.07873753641408814,42,0.0829054607606809,0.07781637019190546,46,315,46.0,42.0,42.0,GATA3
CHORDC1,0.08862994423692128,0.10790642105139124,47,0.07631241549575823,0.08585236658278185,68,0.08247117986633976,0.07631241549575823,68,316,47.0,68.0,47.0,GATA3
IL12RB2,0.1328967509974504,0.1400079782224743,750,0.03204519641058987,0.04128717347863242,159,0.08247097370402014,0.03204519641058987,750,317,750.0,159.0,159.0,GATA3
ENO1,0.06799130906549936,0.06238168254611728,31,0.09446707480012816,0.10201633911601354,358,0.08122919193281375,0.06799130906549936,358,318,31.0,358.0,31.0,GATA3
